time,ax,ay,az,aT
9.7910,0.9104,-2.0115,-1.5797,2.715
9.8110,0.0288,-0.7756,-1.6021,1.780
9.8300,-0.7126,0.7048,-1.2839,1.629
9.8500,-1.1605,1.6721,-0.1139,2.039
9.8690,-1.2146,3.4179,0.6426,3.684
9.8890,-2.2636,4.3890,1.5661,5.181
9.9080,-2.7511,4.0884,2.2517,5.418
9.9270,-3.5743,2.8518,2.6310,5.275
9.9470,-3.6534,2.0586,2.2995,4.783
9.9680,-3.5071,0.9764,2.0768,4.191
9.9860,-3.1830,-0.0433,2.9257,4.324
10.0050,-2.6695,-0.6233,4.0178,4.864
10.0240,-2.2627,-0.6361,3.0444,3.846
10.0440,-2.0421,0.0904,0.4289,2.089
10.0630,-1.9794,1.2971,-1.5571,2.833
10.0830,-1.7946,1.2754,-2.7554,3.527
10.1020,-1.6274,1.0222,-3.2266,3.756
10.1210,-1.0185,0.7238,-3.3170,3.545
10.1410,-0.0750,0.3014,-2.5207,2.540
10.1600,0.9517,-0.9444,-2.4976,2.835
10.1800,1.8450,-1.1423,-1.5003,2.638
10.2000,2.5032,-2.0025,-0.2840,3.218
10.2200,2.9039,-2.6782,-0.0251,3.950
10.2380,3.1435,-3.0035,0.0026,4.348
10.2570,3.0545,-2.7632,-0.8611,4.208
10.2770,3.1500,-2.2278,-0.7778,3.936
10.2960,3.1118,-1.4632,-0.6258,3.495
10.3150,2.8081,-0.5494,-0.5144,2.907
10.3350,1.5934,-0.0721,0.3599,1.635
10.3540,0.5317,0.9572,0.8043,1.359
10.3740,-0.6971,2.7008,-0.4646,2.828
10.3930,-1.2580,4.2074,-1.1507,4.540
10.4130,-1.4612,3.5175,-1.0182,3.943
10.4320,-2.9495,6.3572,0.1829,7.011
10.4510,-2.5594,5.5254,-0.4349,6.105
10.4720,-2.7442,4.9939,-0.8022,5.754
10.4900,-2.2900,3.0740,-0.5372,3.871
10.5090,-2.3967,1.6909,0.0831,2.934
10.5280,-1.6971,-0.4154,0.6397,1.861
10.5480,-0.7994,-1.7731,1.4694,2.438
