time,ax,ay,az,aT
31.1150,1.9173,4.6021,-0.1783,4.989
31.1240,1.1129,5.2302,-0.5457,5.375
31.1430,0.6134,4.9357,-1.0958,5.093
31.1640,-0.3309,4.9461,-1.6120,5.213
31.1830,-1.3043,5.1443,-1.7068,5.575
31.2030,-2.3138,5.5961,-1.4106,6.218
31.2300,-2.5360,5.1933,-0.1083,5.780
31.2410,-2.0901,3.9477,1.8678,4.842
31.2610,-2.4969,2.1737,3.2738,4.656
31.2800,-3.2409,-0.1734,2.9760,4.403
31.3000,-3.1013,-2.3696,1.6168,4.225
31.3180,-2.1503,-2.8485,0.5441,3.610
31.3380,-1.1392,-2.2496,-0.2061,2.530
31.3590,-0.0092,-1.8010,-0.9129,2.019
31.3780,0.9806,-2.3270,-1.5146,2.945
31.3960,1.6310,-3.4359,-1.8109,4.212
31.4170,1.9066,-4.2077,-1.8201,4.965
31.4350,1.9081,-4.2388,-1.2214,4.806
31.4580,1.7115,-3.9356,-0.3915,4.309
31.4990,1.4433,-3.3758,0.4792,3.703
31.4990,1.2039,-2.8244,1.1909,3.293
31.5130,0.7538,-2.5049,1.4758,3.003
31.5310,0.1336,-2.3528,1.5396,2.815
31.5510,-0.5002,-2.1018,1.5251,2.645
31.5710,-1.1746,-1.6855,1.5105,2.550
31.5910,-1.8031,-1.2408,1.4450,2.623
31.6110,-2.3573,-0.5386,1.2630,2.728
31.6490,-2.7442,0.0291,0.9175,2.894
31.6500,-2.8304,0.0701,0.5954,2.893
31.6670,-3.0361,0.5344,0.3493,3.103
31.6870,-3.2694,1.4833,0.3725,3.609
31.7070,-3.3353,2.2597,0.7355,4.095
31.7270,-3.2277,1.9000,1.2370,3.944
31.7480,-3.1667,0.4330,1.8986,3.718
31.7790,-3.2925,-0.5386,2.0789,3.931
31.7840,-3.5572,-0.0585,1.8351,4.003
31.8030,-3.6011,1.2031,1.2651,4.002
31.8220,-3.3695,2.0303,0.5029,3.966
31.8420,-2.6638,1.5635,-0.8282,3.198
31.8630,-1.5100,0.1752,-1.9945,2.508
31.9080,-0.0712,-1.2686,-2.3945,2.711
31.9080,1.0027,-1.9025,-2.0198,2.950
31.9200,1.9728,-2.0222,-1.1948,3.067
31.9400,2.6075,-1.7085,-0.6446,3.183
31.9590,3.0153,-1.1908,-0.4544,3.274
31.9800,3.0928,-0.5515,-0.6769,3.214
31.9990,3.0166,0.1760,-1.2618,3.275
32.0200,3.1322,0.7440,-1.9988,3.789
32.0570,3.1904,1.2317,-2.4476,4.206
32.0580,3.0724,1.7629,-2.5947,4.391
32.0760,3.0565,2.1984,-2.4013,4.466
32.0950,2.2950,3.3589,-1.9714,4.521
32.1140,1.2616,4.8285,-1.5045,5.212
32.1330,0.4140,5.8615,-1.1938,5.996
32.1530,0.0107,5.9851,-0.9796,6.065
32.1830,-0.2986,5.4165,-0.8078,5.485
32.1910,-0.6957,4.7316,-0.8098,4.851
32.2100,-1.4557,4.6724,-0.9177,4.979
32.2310,-1.7074,4.1519,-1.0910,4.620
32.2500,-1.7477,3.3848,-0.5915,3.855
32.2690,-1.8112,2.8418,0.6638,3.435
32.2890,-1.8859,2.2469,2.2291,3.684
32.3170,-1.6668,1.0829,3.3884,3.928
32.3270,-0.9546,-0.3906,3.1283,3.294
32.3460,-0.3816,-1.1621,1.4793,1.920
32.3660,0.2532,-1.7266,-0.2095,1.758
32.3860,1.2009,-2.5491,-1.6858,3.284
32.4050,2.2691,-3.2495,-2.2776,4.571
32.4250,2.4310,-3.5763,-1.5247,4.585
32.4560,2.4185,-3.7414,-0.8001,4.526
32.4620,2.5326,-4.0916,0.0128,4.812
32.4820,2.4448,-3.8362,0.7337,4.608
32.5020,2.0105,-3.2004,1.3849,4.025
32.5220,1.3150,-2.8645,1.4059,3.451
32.5400,0.5227,-2.8196,1.3070,3.151
32.5600,-0.3245,-2.7781,1.1615,3.029
32.5790,-1.2012,-2.3226,1.1269,2.847
32.6080,-2.0071,-1.6465,1.2248,2.870
32.6180,-3.1353,-0.4483,1.4940,3.502
32.6380,-4.2082,0.4675,1.7072,4.565
32.6570,-5.0570,0.4960,1.8544,5.409
32.6780,-5.4974,0.1532,1.8602,5.806
32.6960,-5.7789,0.5268,1.5211,5.999
32.7170,-5.3422,0.4060,1.2234,5.496
32.7460,-4.5824,-0.8151,1.6523,4.939
32.7530,-4.2531,-1.2990,1.9901,4.872
32.7730,-4.3908,-0.3096,1.0369,4.522
32.7930,-4.5811,1.3761,-0.3927,4.799
32.8130,-4.3555,2.5897,-1.1775,5.202
32.8410,-3.1806,2.1146,-1.9300,4.279
32.8510,-1.3883,0.5627,-2.5206,2.932
32.8700,0.3089,-1.0785,-2.7362,2.957
32.8910,1.6632,-1.9573,-2.4138,3.525
32.9090,2.7226,-2.1135,-1.8172,3.896
32.9280,3.4587,-1.8052,-1.0781,4.048
32.9540,4.0245,-1.1073,-0.3168,4.186
32.9970,4.2539,-0.0814,0.3100,4.266
32.9970,4.2389,1.1482,0.4463,4.414
33.0070,4.2062,2.0086,0.3655,4.675
33.0260,4.1381,2.5447,0.0791,4.859
33.0460,3.8001,3.0268,-0.2817,4.866
33.0640,3.1197,3.4372,-0.5406,4.673
33.0910,2.2737,3.8612,-0.6090,4.522
33.1250,1.3668,4.6379,-0.6530,4.879
33.1260,0.5667,5.6692,-0.9570,5.777
33.1430,0.3648,5.8455,-1.6485,6.084
33.1620,-0.1670,5.8719,-1.9730,6.197
33.1810,-0.9935,6.1687,-1.8775,6.524
33.2050,-2.1939,6.4471,-1.5967,6.995
33.2390,-2.3860,5.5591,-1.3957,6.208
33.2390,-2.0203,3.2066,-0.5944,3.836
33.2580,-1.9369,1.0120,0.2150,2.196
33.2780,-2.2341,-0.1863,0.8578,2.400
33.2980,-2.3318,-0.5777,1.3383,2.750
33.3220,-1.6935,-0.4615,0.9999,2.020
33.3610,-1.0101,-0.1335,0.7130,1.244
33.3610,-0.2419,-0.6288,-0.6201,0.916
33.3740,0.9372,-2.2558,-1.9132,3.103
33.3930,1.4378,-3.5647,-2.3424,4.501
33.4140,1.8274,-4.2267,-1.5602,4.862
33.4330,2.2256,-4.5014,-0.2779,5.029
33.4570,2.4446,-4.2951,0.6316,4.982
33.5010,2.1862,-3.5831,0.7416,4.262
33.5010,1.4403,-2.8029,-0.1057,3.153
33.5110,0.8783,-3.2105,0.6487,3.391
33.5290,-0.0023,-2.9403,1.1122,3.144
33.5490,-0.4079,-3.2526,1.0073,3.429
33.5690,-1.0383,-2.7992,0.8641,3.108
33.5880,-1.8176,-2.1180,0.8066,2.905
33.6080,-2.9924,-0.8577,1.0301,3.279
33.6570,-4.1328,0.4403,0.8744,4.247
33.6570,-4.4210,0.3702,0.3609,4.451
33.6650,-4.1763,-0.4549,0.1567,4.204
33.6840,-4.2095,0.1900,0.1503,4.216
33.7050,-3.9736,1.2276,0.3822,4.176
33.7350,-3.2006,0.3746,1.1148,3.410
33.7430,-2.9507,-0.6589,1.6957,3.466
33.7620,-3.3664,-0.3182,1.5387,3.715
33.7830,-4.1653,1.0746,1.2430,4.478
33.8010,-4.4574,2.1072,0.8556,5.004
33.8210,-3.9310,2.0663,-0.0216,4.441
33.8500,-2.7754,1.1315,-0.9824,3.154
33.8590,-1.4523,-0.2698,-1.6334,2.202
33.8800,-0.1989,-1.5175,-2.0379,2.549
33.8980,0.9107,-2.0271,-1.9995,2.989
33.9190,1.8404,-1.7507,-1.4537,2.927
33.9370,2.3760,-0.7242,-0.7562,2.596
33.9570,3.0220,0.1485,-0.4600,3.060
33.9850,3.6358,0.8765,-0.4068,3.762
33.9950,4.2387,1.3727,-0.5165,4.485
34.0140,4.7253,1.7133,-0.7542,5.083
34.0340,4.9134,2.0650,-0.9300,5.410
34.0540,4.6931,2.6300,-1.0591,5.483
34.0730,4.3712,3.2944,-1.0637,5.576
34.0930,3.6493,4.1786,-0.7886,5.604
34.1240,2.7519,5.2843,-0.9260,6.029
34.1310,1.8096,6.2235,-0.7609,6.526
34.1500,1.6672,6.1732,-1.1414,6.495
34.1700,1.1234,5.6647,-1.2340,5.905
34.1890,0.2491,5.3894,-1.2553,5.539
34.2090,-0.9046,5.1859,-1.1612,5.391
34.2350,-1.5290,4.4597,-0.8936,4.798
34.2750,-1.6087,3.2801,-0.2335,3.661
34.2760,-1.6095,2.5504,0.2885,3.030
34.2860,-1.9217,2.3842,0.5529,3.112
34.3050,-2.3318,2.4498,0.9206,3.505
34.3250,-2.3265,2.1965,1.2107,3.421
34.3440,-1.9768,1.3117,1.3552,2.732
34.3640,-1.1856,-0.3143,1.0906,1.641
34.3830,-0.4148,-2.2351,0.5259,2.333
34.4290,0.3221,-3.9819,0.0357,3.995
34.4290,0.8704,-5.0723,-0.2221,5.151
34.4410,1.2140,-5.3610,-0.3444,5.508
34.4610,1.3827,-4.8961,-0.1314,5.089
34.4800,1.2478,-4.1525,0.4423,4.358
34.5020,0.9064,-3.6974,0.7872,3.887
34.5200,0.6874,-3.8995,0.9653,4.076
34.5590,0.3890,-4.2689,1.0727,4.419
34.5590,-0.4185,-4.0453,1.2656,4.259
34.5770,-1.4195,-3.1627,1.1587,3.655
34.5960,-2.2878,-2.1160,0.9962,3.272
34.6160,-3.1770,-1.1072,0.9441,3.494
34.6350,-4.1248,-0.2811,0.6918,4.192
34.6600,-4.5021,-0.1189,0.2036,4.508
34.6910,-4.6381,-0.1038,-0.5717,4.674
34.6930,-4.8207,0.5401,-0.8942,4.933
34.7120,-5.3012,1.7039,-0.4327,5.585
34.7320,-4.9828,1.7265,0.5354,5.301
34.7520,-4.1338,-0.0205,1.4228,4.372
34.7710,-3.3511,-1.6644,1.6366,4.084
34.7910,-3.3442,-0.9469,0.9826,3.612
34.8240,-3.8864,1.1994,0.3524,4.083
34.8290,-3.6744,2.6925,-0.4616,4.579
34.8480,-2.5683,2.7963,-1.5106,4.086
34.8690,-1.0570,1.7116,-2.2946,3.052
34.8870,0.4851,0.1760,-2.3328,2.389
34.9070,1.5374,-0.6557,-1.7766,2.439
34.9260,2.3740,-0.7487,-0.8992,2.647
34.9460,3.0801,-0.3744,0.0225,3.103
34.9810,3.6302,0.2219,0.5944,3.685
34.9840,4.2217,0.7717,0.7159,4.351
35.0040,4.4971,1.6739,0.7595,4.858
35.0230,4.7197,2.5306,0.2144,5.360
35.0430,4.8474,3.1548,-0.3674,5.795
35.0620,4.6890,3.6104,-1.0296,6.007
35.0830,4.1066,4.2388,-1.5975,6.114
35.1170,3.5672,4.7559,-1.4768,6.126
35.1200,2.8651,5.5365,-0.3548,6.244
35.1400,2.0388,6.4064,0.7044,6.760
35.1600,1.8625,6.3618,0.8469,6.683
35.1790,1.4908,5.8566,0.5026,6.064
35.1980,0.8673,5.6752,0.1638,5.743
35.2180,-0.0946,5.7459,0.2104,5.751
35.2450,-1.0734,5.5438,0.6552,5.685
35.2560,-1.5493,4.3272,1.2279,4.757
35.2760,-2.1095,2.8882,1.4225,3.849
35.2940,-2.7978,1.5140,1.2349,3.412
35.3150,-3.3818,0.5251,0.4952,3.458
35.3450,-3.7378,0.1887,-0.2842,3.753
35.3520,-3.4875,-0.0725,-0.8261,3.585
35.3720,-2.7781,-0.5410,-1.0913,3.033
35.3920,-1.7946,-1.6643,-1.2898,2.767
35.4110,-0.8658,-3.1945,-1.5104,3.638
35.4300,-0.0537,-4.5905,-1.4256,4.807
35.4500,0.6355,-5.5640,-0.9633,5.682
35.4790,1.0954,-5.8113,-0.5666,5.941
35.4880,1.1134,-5.0532,0.0722,5.175
35.5080,0.8967,-4.1547,0.3541,4.265
35.5280,0.7265,-3.5502,0.5506,3.665
35.5470,0.3320,-3.3056,0.4827,3.357
35.5670,-0.0690,-3.6485,0.2918,3.661
35.5910,-0.6289,-3.7105,0.1519,3.766
35.6340,-1.3598,-3.2397,0.2393,3.522
35.6350,-2.2729,-2.3695,0.7134,3.360
35.6440,-3.2593,-1.0259,1.1251,3.597
35.6630,-4.0116,0.0120,1.1908,4.185
35.6830,-4.4461,0.2828,0.9045,4.546
35.7020,-4.7888,0.6624,0.6091,4.873
35.7260,-5.0129,1.3254,0.3088,5.194
35.7670,-4.8441,1.2304,0.3881,5.013
35.7680,-4.5579,0.5173,0.9624,4.687
35.7800,-4.5549,0.5175,1.2290,4.746
35.7990,-4.5051,0.9689,1.1924,4.760
35.8180,-4.2318,1.6847,0.8557,4.635
35.8380,-3.4589,1.8715,0.1138,3.934
35.8570,-2.3751,1.2993,-0.8879,2.849
35.8770,-0.9683,0.0692,-1.7086,1.965
35.9200,0.2485,-0.9242,-1.9807,2.200
35.9210,1.0714,-1.1505,-1.7000,2.316
35.9340,1.8464,-0.8876,-0.9921,2.276
35.9540,2.6092,-0.4631,-0.2625,2.663
35.9740,3.3310,0.0950,0.3235,3.348
35.9940,3.9432,0.7786,0.6841,4.077
36.0130,4.4693,1.4782,0.7742,4.771
36.0570,4.8612,2.0772,0.6235,5.323
36.0580,4.9872,2.7482,0.3739,5.707
36.0700,4.7791,3.5484,0.0704,5.953
36.0900,4.4138,4.3484,-0.1749,6.198
36.1100,3.7386,5.3633,-0.2211,6.541
36.1290,2.7997,6.5153,-0.1507,7.093
36.1490,2.0173,7.1581,-0.3129,7.444
36.1680,1.6927,6.7956,-0.7305,7.041
36.2040,0.8588,6.6510,-0.8726,6.763
36.2060,-0.2198,6.7691,-0.9744,6.842
36.2250,-1.5148,7.0573,-0.5445,7.239
36.2460,-2.1481,6.4162,0.1347,6.768
36.2690,-2.2845,4.4464,0.9755,5.093
36.2840,-2.8386,2.4196,2.0426,4.253
36.3030,-3.3903,0.9011,2.5549,4.340
36.3360,-3.5599,0.4549,2.2120,4.216
36.3420,-3.1055,0.6880,1.2201,3.407
36.3620,-2.1894,0.4311,0.1448,2.236
36.3800,-1.4237,-0.5039,-0.8493,1.733
36.4030,-0.6663,-2.1477,-1.7967,2.878
36.4320,0.2312,-4.0773,-2.3477,4.711
36.4390,0.8125,-5.4016,-1.9274,5.792
36.4580,1.3356,-5.7631,-0.8877,5.982
36.4780,1.7096,-5.3302,0.0864,5.598
36.4980,1.6680,-4.3308,1.3497,4.833
36.5170,1.2704,-3.6527,1.6766,4.215
36.5430,0.7451,-3.5478,1.2352,3.830
36.5550,-0.0422,-3.3678,0.8130,3.465
36.5740,-0.9514,-3.1008,0.6229,3.303
36.5940,-1.7253,-2.8939,0.7124,3.444
36.6140,-2.4076,-2.5889,0.8636,3.639
36.6340,-3.2173,-1.6401,1.1949,3.804
36.6530,-4.2069,-0.4585,1.5991,4.524
36.6720,-5.0198,0.1506,1.7424,5.316
36.6920,-5.4326,-0.0332,1.6647,5.682
36.7220,-5.7520,0.0706,1.2781,5.893
36.7300,-5.6589,0.3866,0.9718,5.755
36.7500,-4.9457,0.1325,1.0409,5.056
36.7690,-3.9451,-0.9771,1.6346,4.381
36.7880,-3.1240,-1.5716,2.0345,4.046
36.8080,-2.8654,-0.8239,1.8857,3.528
36.8280,-3.0264,0.7905,1.4925,3.466
36.8610,-2.8867,2.1767,0.6969,3.682
36.8660,-1.9710,2.0852,-0.3730,2.893
36.8850,-0.5604,0.8399,-1.3047,1.650
36.9050,0.6110,-0.6110,-1.6414,1.855
36.9250,1.4178,-1.5563,-1.5751,2.629
36.9440,1.9743,-1.7671,-1.2460,2.928
36.9640,2.2807,-1.1761,-0.9793,2.747
37.0000,2.6290,-0.3780,-0.8820,2.799
37.0010,3.0333,0.3760,-1.0916,3.246
37.0220,3.4304,0.9684,-1.3375,3.807
37.0410,3.7547,1.4741,-1.4715,4.294
37.0600,3.9944,1.9796,-1.5063,4.706
37.0790,4.0645,2.5195,-1.4271,4.990
37.0990,3.7943,3.2457,-1.0936,5.111
37.1250,3.1225,4.3362,-0.6063,5.378
37.1400,2.3010,5.3076,-0.1106,5.786
37.1560,1.6237,5.8278,0.1064,6.051
37.1760,0.9549,5.8833,-0.2607,5.966
37.1960,0.0117,6.2189,-1.0727,6.311
37.2210,-1.0828,6.5658,-1.6288,6.851
37.2610,-1.8824,6.8808,-1.8739,7.376
37.2610,-2.2649,6.2200,-1.7380,6.844
37.2730,-2.1036,4.0482,-0.9448,4.659
37.2930,-2.0009,1.8567,0.2930,2.745
37.3120,-2.3391,0.6043,1.7459,2.981
37.3320,-2.2954,-0.0713,2.8655,3.672
37.3510,-1.1744,-0.2028,2.3745,2.657
37.3700,-0.2295,-0.2322,0.8792,0.938
37.3900,0.4992,-0.8081,-0.8225,1.256
37.4360,1.0106,-1.8868,-1.7333,2.754
37.4360,1.2891,-2.9411,-1.8413,3.702
37.4480,1.5506,-3.6721,-1.4144,4.230
37.4670,1.5485,-3.9971,-0.4402,4.309
37.4860,1.7789,-4.5423,0.5607,4.910
37.5110,1.8406,-4.4247,1.2197,4.945
37.5250,1.1162,-3.6043,1.3472,4.006
37.5440,0.3396,-3.0704,1.0799,3.272
37.5640,-0.2452,-3.2104,0.6644,3.288
37.5830,-0.8230,-3.5071,0.3607,3.620
37.6030,-1.4499,-3.4656,0.1345,3.759
37.6250,-2.2384,-2.5869,0.1257,3.423
37.6420,-3.1028,-1.1387,0.5891,3.357
37.6620,-3.8865,0.2195,0.8219,3.979
37.6800,-4.4201,0.8388,0.6755,4.549
37.6990,-4.6477,0.7140,0.3995,4.719
37.7200,-4.9061,0.8949,0.2395,4.993
37.7540,-5.0300,1.1814,0.2050,5.171
37.7570,-4.6897,0.4580,0.4601,4.734
37.7770,-4.1393,-0.8778,0.9172,4.330
37.7970,-3.7263,-1.4271,1.0871,4.136
37.8160,-3.6078,-0.6351,0.8558,3.762
37.8350,-3.6370,0.7565,0.4082,3.737
37.8540,-3.2641,1.5762,-0.4171,3.649
37.8740,-2.4710,1.5206,-1.6418,3.334
37.8930,-1.1544,0.3858,-2.6412,2.908
37.9130,0.0572,-0.9398,-2.9810,3.126
37.9320,0.9022,-1.6300,-2.7500,3.322
37.9510,1.5709,-1.7631,-2.0840,3.149
37.9730,2.1918,-1.5015,-1.1264,2.886
38.0040,2.6717,-0.8896,-0.6157,2.882
38.0100,3.1396,-0.2962,-0.4212,3.182
38.0290,3.5940,0.3170,-0.4502,3.636
38.0480,3.8341,1.1770,-0.6505,4.063
38.0680,3.8464,2.1051,-0.8449,4.465
38.0870,3.7105,2.7694,-0.8306,4.704
38.1070,3.2892,3.3973,-0.7355,4.786
38.1260,2.5008,4.3133,-0.7460,5.041
38.1460,1.3897,5.6179,-0.8801,5.854
38.1660,0.5158,6.3640,-1.2189,6.500
38.1840,0.3758,5.7773,-1.6600,6.023
38.2040,0.1674,5.0914,-1.9930,5.470
38.2230,-0.1780,4.7428,-2.1613,5.215
38.2420,-0.7001,4.7637,-1.6141,5.078
38.2620,-0.7192,3.9942,-0.6833,4.116
38.2820,-0.5739,2.7152,0.3246,2.794
38.3010,-0.8570,2.1767,1.0378,2.559
38.3210,-1.6524,2.3841,1.6017,3.314
38.3410,-2.0975,2.4332,1.8277,3.696
38.3600,-1.8189,1.9045,1.1022,2.855
38.3810,-1.1500,0.7732,-0.3066,1.419
38.4270,-0.3189,-0.7592,-1.3799,1.607
38.4270,0.5212,-2.4793,-1.6527,3.025
38.4360,1.1734,-3.8307,-1.2058,4.184
38.4560,1.5769,-4.5886,-0.4104,4.869
38.4760,1.8006,-4.6923,0.3838,5.041
38.4960,1.7506,-4.3004,1.0303,4.756
38.5160,1.3689,-3.8700,1.3449,4.320
38.5610,0.7597,-3.5106,1.2806,3.813
38.5610,0.0981,-3.4537,1.0043,3.598
38.5730,-0.5936,-3.4425,0.7577,3.575
38.5940,-1.4256,-3.1869,0.4323,3.518
38.6260,-2.2102,-2.6792,0.1092,3.475
38.6310,-2.7854,-1.9560,0.0329,3.404
38.6500,-3.3230,-0.8586,0.0968,3.434
38.6700,-3.8585,0.2121,0.0791,3.865
38.6890,-3.9356,0.4091,-0.2025,3.962
38.7080,-3.5916,0.0268,-0.5296,3.631
38.7300,-3.4480,0.3770,-0.5727,3.516
38.7510,-3.3112,0.9523,-0.3284,3.461
38.7950,-3.1096,1.0022,0.2509,3.277
38.7950,-3.0290,0.3182,0.9740,3.198
38.8050,-3.0356,-0.4925,1.4374,3.395
38.8240,-3.2313,-0.6558,1.4636,3.607
38.8440,-3.6157,0.0421,1.3466,3.859
38.8650,-3.8165,1.1629,0.5006,4.021
38.8830,-3.6353,1.8756,-0.9880,4.208
38.9040,-2.6878,1.1229,-2.3143,3.720
38.9490,-1.2391,-0.5274,-3.0458,3.330
38.9500,-0.0295,-1.7009,-3.2015,3.625
38.9600,0.8794,-2.1374,-2.7807,3.616
38.9800,1.6031,-1.7495,-1.8129,2.986
38.9990,2.2929,-1.0929,-0.7886,2.660
39.0200,3.0079,-0.4742,-0.0719,3.046
39.0610,3.5933,0.2528,0.2027,3.608
39.0620,4.0251,0.9117,0.1203,4.129
39.0770,4.1796,1.6098,-0.1611,4.482
39.0960,4.0886,2.4678,-0.4549,4.797
39.1160,3.7375,3.4264,-0.6733,5.115
39.1350,3.1631,4.3359,-0.6113,5.402
39.1570,2.5757,5.0563,-0.3946,5.688
39.2010,1.7966,5.9460,-0.4843,6.230
39.2010,1.2318,6.3064,-1.0787,6.515
39.2120,0.8100,5.9143,-1.5472,6.167
39.2320,0.0636,5.7085,-1.9329,6.027
39.2530,-0.6849,5.7570,-1.5349,5.997
39.2710,-0.9017,5.5426,-0.1637,5.618
39.2910,-0.3825,3.7002,1.5349,4.024
39.3310,-0.4153,1.5839,2.7482,3.199
39.3310,-1.8942,0.8677,3.4162,4.001
39.3480,-3.3574,0.2384,3.6415,4.959
39.3680,-3.5915,0.1311,2.2320,4.231
39.3880,-2.9429,0.1363,-0.3954,2.972
39.4060,-1.7794,-0.3862,-2.4326,3.039
39.4260,-0.3074,-1.6853,-3.2711,3.693
39.4680,0.6958,-3.0326,-2.9160,4.264
39.4680,1.3478,-3.8849,-2.2216,4.674
39.4840,1.8464,-4.2618,-1.2579,4.812
39.5040,2.1355,-4.3450,-0.0694,4.842
39.5240,2.1037,-4.1471,0.6240,4.692
39.5430,1.5584,-3.3257,1.1293,3.842
39.5620,0.9970,-2.7902,0.9927,3.125
39.6060,0.3088,-2.6459,0.5014,2.711
39.6070,-0.5073,-2.7612,-0.1173,2.810
39.6210,-1.2130,-2.7379,-0.5395,3.043
39.6400,-1.7923,-2.4821,-0.7453,3.151
39.6600,-2.4629,-1.5368,-0.5067,2.947
39.6780,-3.1959,-0.2305,0.1538,3.208
39.6970,-3.7696,0.7122,0.5239,3.872
39.7170,-3.6965,0.3775,0.5551,3.757
39.7370,-3.4576,0.1375,0.2398,3.469
39.7560,-3.2806,0.5129,-0.0090,3.320
39.7750,-3.1092,1.0142,0.2462,3.280
39.7940,-2.9359,1.1083,0.8504,3.251
39.8140,-3.0685,0.9268,1.5811,3.574
39.8330,-3.2702,0.7302,1.8560,3.830
39.8530,-3.5206,0.8577,1.6527,3.983
39.8720,-3.7015,1.3237,0.8199,4.016
39.8910,-3.2720,1.3058,-0.5109,3.560
39.9110,-2.2804,0.5719,-1.8011,2.962
39.9300,-0.9101,-0.5222,-2.6349,2.836
39.9500,0.5393,-1.5308,-2.7940,3.231
39.9690,1.5747,-1.8213,-2.2270,3.280
39.9880,2.5243,-1.6382,-1.1737,3.230
40.0080,3.2327,-1.1772,-0.3028,3.454
40.0270,3.6213,-0.4725,0.3186,3.666
40.0460,3.9221,0.1051,0.4709,3.952
40.0660,4.1297,0.5843,0.1369,4.173
40.0870,4.2069,1.1700,-0.4427,4.389
40.1050,4.0649,1.8565,-0.9507,4.569
40.1240,3.5556,2.6448,-1.1102,4.568
40.1440,2.7834,3.4288,-1.0327,4.535
40.1630,1.8799,4.4164,-0.9657,4.896
40.1820,1.0314,5.3947,-0.8362,5.556
40.2020,0.4532,5.9283,-0.9482,6.021
40.2210,-0.0744,5.7178,-0.9571,5.798
40.2400,-0.5892,5.2712,-0.7794,5.361
40.2600,-1.0863,4.9364,-0.7236,5.106
40.2790,-1.6744,4.9136,-0.1922,5.195
40.2980,-1.7336,3.8203,0.2912,4.205
40.3180,-1.6139,1.8890,0.8577,2.628
40.3370,-1.9832,0.4492,1.2140,2.368
40.3570,-2.5833,-0.4812,1.5832,3.068
40.3760,-2.8437,-0.8133,1.4207,3.281
40.3960,-2.5417,-0.7821,0.6215,2.731
40.4150,-1.4540,-0.9929,-0.5630,1.849
40.4340,-0.3121,-1.4566,-1.6052,2.190
40.4530,0.8950,-2.4694,-2.0592,3.338
40.4730,1.7920,-3.4273,-1.5054,4.150
40.4920,2.3183,-3.6485,-0.7732,4.391
40.5120,2.7636,-3.6474,0.0516,4.576
40.5310,2.9162,-3.2811,0.7710,4.457
40.5500,2.5885,-2.8206,0.9774,3.951
40.5700,2.1220,-2.5521,0.8170,3.418
40.5890,1.3827,-2.3242,0.3559,2.728
40.6090,0.5481,-1.9965,-0.1986,2.080
40.6280,-0.2042,-1.8132,-0.3002,1.849
40.6470,-0.7844,-1.5186,-0.2663,1.730
40.6680,-1.3836,-0.9291,-0.0786,1.668
40.6860,-2.1738,0.0914,0.3371,2.202
40.7070,-3.1609,1.2859,0.8199,3.510
40.7450,-3.7341,1.5182,1.0373,4.162
40.7460,-3.5266,0.7985,0.7276,3.688
40.7650,-3.0460,0.3670,0.1988,3.074
40.7830,-2.5942,0.3294,0.5131,2.665
40.8040,-2.2530,0.2057,1.4414,2.683
40.8220,-2.0551,-0.4950,2.5638,3.323
40.8430,-2.1905,-1.2042,3.3783,4.203
40.8780,-2.7021,-1.1558,3.4838,4.558
40.8810,-3.3897,-0.2085,2.6856,4.330
40.9000,-3.5901,0.8008,0.9975,3.811
40.9200,-3.3419,1.1851,-0.5932,3.595
40.9390,-2.3217,0.4811,-1.5378,2.826
40.9590,-0.8718,-0.7442,-1.6981,2.049
40.9780,0.2475,-1.5434,-1.3479,2.064
40.9990,1.1843,-1.7475,-0.6054,2.196
41.0460,1.9252,-1.4233,0.3318,2.417
41.0460,2.4991,-0.9265,0.9325,2.824
41.0550,2.9793,-0.5016,1.1686,3.239
41.0740,3.3427,-0.1220,0.8595,3.454
41.0960,3.5273,0.2496,0.2926,3.548
41.1180,3.6405,0.7260,-0.3012,3.724
41.1340,3.5813,1.3058,-0.7770,3.890
41.1520,3.3554,2.0018,-0.9810,4.028
41.1720,2.9902,2.8637,-0.9294,4.243
41.1910,2.1838,4.1354,-0.7011,4.729
41.2110,1.2531,5.7918,-0.7805,5.977
41.2520,0.7329,6.8986,-1.1643,7.034
41.2530,0.6412,6.7815,-1.2803,6.931
41.2700,0.1448,6.4749,-1.1210,6.573
41.2910,-0.7210,5.8972,-0.7397,5.987
41.3070,-1.8074,5.8474,-0.5686,6.147
41.3270,-1.8390,4.5606,-0.4553,4.938
41.3530,-1.7069,2.4350,-0.0556,2.974
41.4080,-1.9621,0.5824,0.4548,2.097
41.4090,-2.3582,-0.5932,0.9807,2.622
41.4090,-2.4116,-0.9261,1.4652,2.970
41.4240,-1.7415,-0.3009,1.6261,2.402
41.4430,-0.6500,-0.2095,1.0473,1.250
41.4630,0.3014,-0.9747,-0.5036,1.138
41.4850,0.8671,-2.2132,-1.6984,2.921
41.5360,1.1405,-3.4323,-2.2830,4.277
41.5360,1.3365,-3.9399,-1.9939,4.614
41.5410,1.4570,-3.7913,-0.9642,4.174
41.5590,1.6228,-3.6579,0.2065,4.007
41.5800,1.6979,-3.4516,1.9526,4.314
41.5980,1.4742,-3.4693,2.4950,4.520
41.6180,0.9741,-3.5573,1.6382,4.036
41.6380,0.2741,-3.2978,0.9329,3.438
41.6880,-0.4091,-3.1795,0.5841,3.259
41.6880,-1.0798,-2.6004,0.4449,2.851
41.6950,-1.9797,-1.0645,0.6408,2.337
41.7150,-2.9952,0.7682,0.9004,3.221
